lang;fakulta;katedra;zkratka;rok;nazev;kreditu;vyukaZS;vyukaLS;vyucovaciJazyky;jazykyZkr;skupinaAkreditaceZkr;skupinaAkreditace;urovenVypoctena;ectsNabizetUPrijezdu;ectsZobrazit
en;FUD;KFO;813;2021;New Media I;2;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;813;2022;New Media I;2;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;813;2017;New Media I;2;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;813;2019;New Media I;2;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;813;2020;New Media I;2;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;813;2023;New Media I;2;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;813;2024;New Media I;2;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;813;2018;New Media I;2;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;814;2015;New Media II;2;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;814;2016;New Media II;2;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;814;2014;New Media II;2;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;814;2021;New Media II;2;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;814;2022;New Media II;2;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;814;2017;New Media II;2;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;814;2019;New Media II;2;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;814;2020;New Media II;2;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;814;2023;New Media II;2;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;814;2024;New Media II;2;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;814;2018;New Media II;2;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;815;2015;Studio and Workshops I - semestral project;11;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;815;2016;Studio and Workshops I - semestral project;11;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;815;2014;Studio and Workshops I - semestral project;11;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;815;2021;Studio and Workshops I - semestral project;11;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;815;2022;Studio and Workshops I - semestral project;11;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;815;2017;Studio and Workshops I - semestral project;11;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;815;2019;Studio and Workshops I - semestral project;11;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;815;2020;Studio and Workshops I - semestral project;11;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;815;2018;Studio and Workshops I - semestral project;11;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;816;2015;Studio and Workshops I;3;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;816;2016;Studio and Workshops I;3;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;816;2014;Studio and Workshops I;3;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;816;2021;Studio and Workshops I;3;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;816;2022;Studio and Workshops I;3;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;816;2017;Studio and Workshops I;3;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;816;2019;Studio and Workshops I;3;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;816;2020;Studio and Workshops I;3;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;816;2018;Studio and Workshops I;3;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;817;2015;Studio and Workshops II;3;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;817;2016;Studio and Workshops II;3;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;817;2014;Studio and Workshops II;3;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;817;2021;Studio and Workshops II;3;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;817;2022;Studio and Workshops II;3;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;817;2017;Studio and Workshops II;3;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;817;2019;Studio and Workshops II;3;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;817;2020;Studio and Workshops II;3;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;817;2018;Studio and Workshops II;3;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;818;2015;Studio and Workshops I - semestral project;11;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;818;2016;Studio and Workshops I - semestral project;11;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;818;2014;Studio and Workshops I - semestral project;11;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;818;2021;Studio and Workshops I - semestral project;11;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;818;2022;Studio and Workshops I - semestral project;11;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;818;2017;Studio and Workshops I - semestral project;11;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;818;2019;Studio and Workshops II - semestral project;11;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;818;2020;Studio and Workshops I - semestral project;11;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;818;2018;Studio and Workshops I - semestral project;11;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;819;2015;Workshops;6;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;819;2016;Workshops;6;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;819;2014;Workshops;6;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;819;2021;Workshops;6;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;819;2022;Workshops;6;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;819;2017;Workshops;6;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;819;2019;Workshop;6;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;819;2020;Workshops;6;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;819;2018;Workshops;6;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;820;2015;Concept in Photography I;10;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;820;2016;Concept in Photography I;10;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;820;2014;Concept in Photography I;10;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;820;2021;Concept in Photography I;10;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;820;2022;Concept in Photography I;10;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;820;2017;Concept in Photography I;10;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;820;2019;Concept in Photography I;10;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;820;2020;Concept in Photography I;10;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;820;2018;Concept in Photography I;10;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;821;2015;Diploma Work Tutorials I;20;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;821;2016;Diploma Work Tutorials I;20;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;821;2014;Diploma Work Tutorials I;20;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;821;2021;Diploma Work Tutorials I;20;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;821;2022;Diploma Work Tutorials I;20;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;821;2017;Diploma Work Tutorials I;20;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;821;2019;Diploma Work Tutorials I;20;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;821;2020;Diploma Work Tutorials I;20;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;821;2018;Diploma Work Tutorials I;20;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;822;2015;Diploma Work Tutorials II;20;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;822;2016;Diploma Work Tutorials II;20;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;822;2014;Diploma Work Tutorials II;20;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;822;2021;Diploma Work Tutorials II;20;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;822;2022;Diploma Work Tutorials II;20;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;822;2017;Diploma Work Tutorials II;20;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;822;2019;Diploma Work Tutorials II;20;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;822;2020;Diploma Work Tutorials II;20;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;822;2018;Diploma Work Tutorials II;20;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;828;2021;Studio and Workshops I;3;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;828;2022;Studio and Workshops I;3;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;828;2019;Studio and Workshops I;3;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;828;2020;Studio and Workshops I;3;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;828;2023;Studio and Workshops I;3;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;828;2024;Studio and Workshops I;3;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;829;2021;Studio and Workshops I - semestral project;8;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;829;2022;Studio and Workshops I - semestral project;8;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;829;2020;Studio and Workshops I - semestral project;8;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;829;2023;Studio and Workshops I - semestral project;8;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;829;2024;Studio and Workshops I - semestral project;8;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;829;2019;Studio and Workshops I - semestral project;8;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;830;2021;Studio and Workshops II;3;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;830;2022;Studio and Workshops II;3;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;830;2020;Studio and Workshops II;3;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;830;2023;Studio and Workshops II;3;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;830;2024;Studio and Workshops II;3;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;830;2019;Studio and Workshops II;3;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;831;2021;Studio and Workshops II - semestral project;8;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;831;2022;Studio and Workshops II - semestral project;8;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;831;2020;Studio and Workshops II - semestral project;8;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;831;2023;Studio and Workshops II - semestral project;8;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;831;2024;Studio and Workshops II - semestral project;8;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;831;2019;Studio and Workshops II - semestral project;8;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;832;2021;Principles of Studio Photography I;2;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;832;2022;Principles of Studio Photography I;2;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;832;2020;Principles of Studio Photography I;2;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;832;2023;Principles of Studio Photography I;2;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;832;2024;Principles of Studio Photography I;2;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;832;2019;Principles of Studio Photography I;2;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;833;2021;Principles of Studio Photography II;2;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;833;2022;Principles of Studio Photography II;2;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;833;2020;Principles of Studio Photography II;2;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;833;2023;Principles of Studio Photography II;2;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;833;2024;Principles of Studio Photography II;2;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;833;2019;Principles of Studio Photography II;2;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;834;2021;Workshop;3;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;834;2022;Workshop;3;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;834;2020;Workshop;3;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;834;2023;Workshop;3;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;834;2024;Workshop;3;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;834;2019;Workshop;3;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;835;2021;Studio and Workshops III;8;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;835;2022;Studio and Workshops III;8;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;835;2020;Studio and Workshops III;8;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;835;2023;Studio and Workshops III;8;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;835;2024;Studio and Workshops III;8;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;835;2019;Studio and Workshops III;8;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;836;2021;Studio and Workshops IV- semestral project;8;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;836;2022;Studio and Workshops IV- semestral project;8;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;836;2020;Studio and Workshops IV- semestral project;8;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;836;2023;Studio and Workshops IV- semestral project;8;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;836;2024;Studio and Workshops IV- semestral project;8;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;836;2019;Studio and Workshops IV - semestral project;8;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;837;2021;Concept in Art Practice;6;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;837;2022;Concept in Art Practice;6;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;837;2020;Concept in Art Practice;6;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;837;2023;Concept in Art Practice;6;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;837;2024;Concept in Art Practice;6;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;837;2019;Concept in Art Practice;6;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;838;2021;Diploma Work Tutorials I;8;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;838;2022;Diploma Work Tutorials I;8;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;838;2020;Diploma Work Tutorials I;8;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;838;2023;Diploma Work Tutorials I;8;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;838;2024;Diploma Work Tutorials I;8;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;838;2019;Diploma Work Tutorials I;8;A;N;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;839;2021;Diploma Work Tutorials II;8;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;839;2022;Diploma Work Tutorials II;8;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;839;2020;Diploma Work Tutorials II;8;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;839;2023;Diploma Work Tutorials II;8;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;839;2024;Diploma Work Tutorials II;8;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;839;2019;Diploma Work Tutorials II;8;N;A;English;EN;4.0;4.0;Mgr.;A;A
en;FUD;KFO;FU001;2023;Studio I;3;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU001;2024;Studio I;3;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU002;2023;Studio I - semestral project;7;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU002;2024;Studio I - semestral project;7;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU003;2023;Studio II;3;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU003;2024;Studio II;3;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU004;2023;Studio II - semestral project;7;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU004;2024;Studio II - semestral project;7;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU009;2023;Studio III;3;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU009;2024;Studio III;3;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU010;2023;Studio III - semestral project;5;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU010;2024;Studio III - semestral project;5;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU011;2023;Studio IV;3;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU011;2024;Studio IV;3;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU012;2023;Studio IV - semestral project;5;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU012;2024;Studio IV - semestral project;5;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU017;2023;Studio V;3;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU017;2024;Studio V;3;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU018;2023;Studio V - semestral project;5;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU018;2024;Studio V - semestral project;5;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU019;2023;Studio VI;3;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU019;2024;Studio VI;3;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU020;2023;Studio VI - semestral project;5;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU020;2024;Studio VI - semestral project;5;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU025;2023;Studio VII;3;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU025;2024;Studio VII;3;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU026;2023;Studio VII - semestral project;7;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU026;2024;Studio VII - semestral project;7;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU027;2023;Studio VIII;10;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KFO;FU027;2024;Studio VIII;10;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;007;2015;Studio and Workshops II;5;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;007;2016;Studio and Workshops II;5;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;007;2014;Studio and Workshops II;5;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;007;2021;Studio and Workshops II;5;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;007;2022;Studio and Workshops II;5;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;007;2017;Studio and Workshops II;5;N;A;Czech;CZ;4.0;4.0;Bc.;A;N
en;FUD;KUU;007;2019;Studio and Workshops II;5;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;007;2020;Studio and Workshops II;5;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;007;2018;Studio and Workshops II;5;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;009;2015;Studio and Workshops II - semestral project;9;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;009;2016;Studio and Workshops II - semestral project;9;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;009;2014;Studio and Workshops II - semestral project;9;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;009;2021;Studio and Workshops II - semestral project;9;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;009;2022;Studio and Workshops II - semestral project;9;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;009;2017;Studio and Workshops II - semestral project;9;N;A;Czech;CZ;4.0;4.0;Bc.;A;N
en;FUD;KUU;009;2019;Studio and Workshops II - semestral project;9;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;009;2020;Studio and Workshops II - semestral project;9;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;009;2018;Studio and Workshops II - semestral project;9;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;011;2015;Studio and Workshops III;6;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;011;2016;Studio and Workshops III;6;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;011;2014;Studio and Workshops III;6;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;011;2021;Studio and Workshops III;6;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;011;2022;Studio and Workshops III;6;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;011;2017;Studio and Workshops III;6;A;N;Czech;CZ;4.0;4.0;Bc.;A;N
en;FUD;KUU;011;2019;Studio and Workshops III;6;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;011;2020;Studio and Workshops III;6;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;011;2018;Studio and Workshops III;6;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;013;2015;Studio and Workshops III - semestral project;9;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;013;2016;Studio and Workshops III - semestral project;9;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;013;2014;Studio and Workshops III - semestral project;9;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;013;2021;Studio and Workshops III - semestral project;9;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;013;2022;Studio and Workshops III - semestral project;9;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;013;2017;Studio and Workshops III - semestral project;9;A;N;Czech;CZ;4.0;4.0;Bc.;A;N
en;FUD;KUU;013;2019;Studio and Workshops III - semestral project;9;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;013;2020;Studio and Workshops III - semestral project;9;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;013;2018;Studio and Workshops III - semestral project;9;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;015;2015;Studio and Workshops III - semestral project;9;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;015;2016;Studio and Workshops III - semestral project;9;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;015;2014;Studio and Workshops III - semestral project;9;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;015;2021;Studio and Workshops III - semestral project;9;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;015;2022;Studio and Workshops III - semestral project;9;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;015;2017;Studio and Workshops III - semestral project;9;A;N;Czech;CZ;4.0;4.0;Bc.;A;N
en;FUD;KUU;015;2019;Studio and Workshops III - semestral project;9;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;015;2020;Studio and Workshops III - semestral project;9;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;015;2018;Studio and Workshops III - semestral project;9;A;N;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;016;2015;Studio and Workshops IV;6;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;016;2016;Studio and Workshops IV;6;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;016;2014;Studio and Workshops IV;6;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;016;2021;Studio and Workshops IV;6;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;016;2022;Studio and Workshops IV;6;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;016;2017;Studio and Workshops IV;6;N;A;Czech;CZ;4.0;4.0;Bc.;A;N
en;FUD;KUU;016;2019;Studio and Workshops IV;6;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;016;2020;Studio and Workshops IV;6;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;016;2018;Studio and Workshops IV;6;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
en;FUD;KUU;019;2015;Studio and Workshops IV - semestral project;11;N;A;Czech;CZ;4.0;4.0;Bc.;A;A
