lang;fakulta;katedra;zkratka;rok;nazev;kreditu;vyukaZS;vyukaLS;vyucovaciJazyky;jazykyZkr;skupinaAkreditaceZkr;skupinaAkreditace;urovenVypoctena;ectsNabizetUPrijezdu;ectsZobrazit
en;FŽP;KPV;0EDSY;2015;Environmental Drainage Systems;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KPV;0ENGE;2015;Environmental geology (Environmentální geologie);8;A;A;English;EN;;;;A;A
en;FŽP;KPV;0ENGE;2017;Environmental Geology (Environmentální geologie);8;A;A;English;EN;;;;A;A
en;FŽP;KPV;0ENGE;2018;Environmental Geology (Environmentální geologie);8;A;A;English;EN;;;;A;A
en;FŽP;KPV;0ENGE;2016;Environmental Geology (Environmentální geologie);8;A;A;English;EN;;;;A;A
en;FŽP;KPV;0ENGE;2019;Environmental Geology (Environmentální geologie);8;A;A;English;EN;;;;A;A
en;FŽP;KPV;0ENGE;2014;Environmental geology (Environmentální geologie);8;A;A;English;EN;;;;A;A
en;FŽP;KPV;0FOEC;2016;Forest Oecology;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KPV;0FOEC;2017;Forest Oecology;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KPV;0FOEC;2018;Forest Oecology;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KPV;0FOEC;2019;Forest Oecology;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KPV;0FUSH;2014;Fundamental Soil Hydraulics (Hydrology);10;A;A;English;EN;;;Mgr.;A;A
en;FŽP;KPV;0PROJ;2015;Project lesson;6;A;A;English;EN;;;;A;A
en;FŽP;KPV;0PROJ;2017;Project lesson;6;A;A;English;EN;;;;A;A
en;FŽP;KPV;0PROJ;2018;Project lesson;6;A;A;English;EN;;;;A;A
en;FŽP;KPV;0PROJ;2016;Project lesson;6;A;A;English;EN;;;;A;A
en;FŽP;KPV;0PROJ;2019;Project lesson;6;A;A;English;EN;;;;A;A
en;FŽP;KPV;0SOSI;2017;Soil Science;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KPV;0SOSI;2018;Soil Science;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KPV;0SOSI;2019;Soil Science;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KPV;0SOSI;2014;Soil Science;8;A;A;;;;;Bc.;A;A
en;FŽP;KPV;0WATE;2015;Water in the Landscape (Voda v krajině);8;A;A;English;EN;;;;A;A
en;FŽP;KPV;0WATE;2017;Water in the Landscape (Voda v krajině);8;A;A;English;EN;;;;A;A
en;FŽP;KPV;0WATE;2018;Water in the Landscape (Voda v krajině);8;A;A;English;EN;;;;A;A
en;FŽP;KPV;0WATE;2016;Water in the Landscape (Voda v krajině);8;A;A;English;EN;;;;A;A
en;FŽP;KPV;0WATE;2019;Water in the Landscape (Voda v krajině);8;A;A;English;EN;;;;A;A
en;FŽP;KPV;0WATE;2014;Water in the landscape (Voda v krajině);8;A;A;English;EN;;;;A;A
en;FŽP;KSPV;0ECNE;2015;General economics;8;A;A;English;EN;;;;A;A
en;FŽP;KSPV;0ECNE;2017;General economics;8;A;A;English;EN;;;;A;A
en;FŽP;KSPV;0ECNE;2018;General economics;8;A;A;English;EN;;;;A;A
en;FŽP;KSPV;0ECNE;2016;General economics;8;A;A;English;EN;;;;A;A
en;FŽP;KSPV;0ECNE;2014;General economics;8;A;A;English;EN;;;;A;A
en;FŽP;KSPV;0ECNE;2019;General economics;8;A;A;English;EN;;;;A;A
en;FŽP;KSPV;0EIN1;2014;Economic Instruments of Conservation and Restoration of Biodiversity and Landscape;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KSPV;0EKEK;2017;Ecological Economics;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KSPV;0EKEK;2018;Ecological Economics;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KSPV;0EKEK;2016;Ecological Economics;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KSPV;0EKEK;2015;Ecological Economics;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KSPV;0EKEK;2019;Ecological Economics;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KSPV;0ENEN;2015;Environmental English;8;A;A;English;EN;;;;A;A
en;FŽP;KSPV;0ENEN;2017;Environmental English;8;A;A;English;EN;;;;A;A
en;FŽP;KSPV;0ENEN;2018;Environmental English;8;A;A;English;EN;;;;A;A
en;FŽP;KSPV;0ENEN;2016;Environmental English;8;A;A;English;EN;;;;A;A
en;FŽP;KSPV;0ENEN;2014;Environmental English;8;A;A;English;EN;;;;A;A
en;FŽP;KSPV;0ENEN;2019;Environmental English;8;A;A;English;EN;;;;A;A
en;FŽP;KSPV;0ENHU;2019;Environmental humanities;8;A;A;English;EN;;;;A;A
en;FŽP;KSPV;0ENLE;2015;International Environmental Law;8;A;A;English;EN;;;;A;A
en;FŽP;KSPV;0ENLE;2017;International Environmental Law;8;A;A;English;EN;;;;A;A
en;FŽP;KSPV;0ENLE;2018;International Environmental Law;8;A;A;English;EN;;;;A;A
en;FŽP;KSPV;0ENLE;2016;International Environmental Law;8;A;A;English;EN;;;;A;A
en;FŽP;KSPV;0ENLE;2014;International environmental law;8;A;A;English;EN;;;;A;A
en;FŽP;KSPV;0ENLE;2019;International Environmental Law;8;A;A;English;EN;;;;A;A
en;FŽP;KSPV;0ETMD;2017;Environmental Issues of Turkey and Middle East;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KSPV;0ETMD;2018;Environmental Issues of Turkey and Middle East;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KSPV;0ETMD;2016;Environmental Issues of Turkey and Middle East;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KSPV;0ETMD;2015;Environmental Issues of Turkey and Middle East;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KSPV;0ETMD;2019;Environmental Issues of Turkey and Middle East;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KSPV;0HOPZ;2015;Valuation and Pricing of Natural Resources;8;A;A;English;EN;3.0;3.0;Mgr.;A;A
en;FŽP;KSPV;0HOPZ;2017;Valuation and Pricing of Natural Resources;8;A;A;English;EN;3.0;3.0;Mgr.;A;A
en;FŽP;KSPV;0HOPZ;2018;Valuation and Pricing of Natural Resources;8;A;A;English;EN;3.0;3.0;Mgr.;A;A
en;FŽP;KSPV;0HOPZ;2016;Valuation and Pricing of Natural Resources;8;A;A;English;EN;3.0;3.0;Mgr.;A;A
en;FŽP;KSPV;0HOPZ;2014;Valuation and Pricing of Natural Resources;10;A;A;English;EN;3.0;3.0;Mgr.;A;A
en;FŽP;KSPV;0HOPZ;2019;Valuation and Pricing of Natural Resources;8;A;A;English;EN;3.0;3.0;Mgr.;A;A
en;FŽP;KSPV;0NPO1;2015;Economics and Organisation of National Parks and Protected Landscape Areas;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KSPV;0NPO1;2017;Management of Protected Areas;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KSPV;0NPO1;2018;Management of Protected Areas;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KSPV;0NPO1;2016;Management of Protected Areas;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KSPV;0NPO1;2014;Economics and Organisation of National Parks and Protected Landscape Areas;4;A;A;English;EN;;;Bc.;A;A
en;FŽP;KSPV;0NPO1;2019;Management of Protected Areas;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KSPV;0TRE1;2017;Transportation and Environment;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KSPV;0TRE1;2018;Transportation and Environment;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KSPV;0TRE1;2016;Transportation and Environment;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KSPV;0TRE1;2015;Transportation and Environment;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KSPV;0TRE1;2019;Transportation and Environment;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KSPV;0TRE2;2018;Verkehr und Umwelt - ausgewählte Themen II.;8;A;A;German;NE;;;Bc.;A;A
en;FŽP;KSPV;0TRE2;2017;Verkehr und Umwelt - ausgewählte Themen II.;8;A;A;German;NE;;;Bc.;A;A
en;FŽP;KSPV;0TRE2;2019;Verkehr und Umwelt - ausgewählte Themen II.;8;A;A;German;NE;;;Bc.;A;A
en;FŽP;KIG;0GIMD;2016;Geographic Information System and 3D modeling;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KIG;0GIMD;2017;Geographic Information System and 3D modeling;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KIG;0GIMD;2018;Geographic Information System and 3D modeling;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KIG;0GIMD;2019;Geographic Information System and 3D modeling;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0BIPH;2021;Bioremediation and Phytoremediation;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0CLCH;2024;Climate Change: adaptation and mitigation measures;8;A;A;English;EN;;;;A;A
en;FŽP;KECHT;0CLCH;2021;Climate Change: adaptation and mitigation measures;8;A;A;English;EN;;;;A;A
en;FŽP;KECHT;0CLCH;2022;Climate Change: adaptation and mitigation measures;8;A;A;English;EN;;;;A;A
en;FŽP;KECHT;0CLCH;2023;Climate Change: adaptation and mitigation measures;8;A;A;English;EN;;;;A;A
en;FŽP;KECHT;0ENMI;2024;Environmental Microbiology;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0ENMI;2021;Environmental Microbiology;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0ENMI;2022;Environmental Microbiology;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0ENMI;2023;Environmental Microbiology;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0ENMI;2020;Environmental Microbiology;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0EPME;2024;Advanced separation methods in environmental analysis: a practical course;10;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0EPME;2021;Advanced separation methods in environmental analysis: a practical course;10;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0EPME;2022;Advanced separation methods in environmental analysis: a practical course;10;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0EPME;2023;Advanced separation methods in environmental analysis: a practical course;10;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0EPME;2020;Advanced separation methods in environmental analysis: a practical course;10;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0EPMT;2024;Advanced Separation Methods in Environmental Analysis: Theoretical part;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0EPMT;2021;Advanced Separation Methods in Environmental Analysis: Theoretical part;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0EPMT;2022;Advanced Separation Methods in Environmental Analysis: Theoretical part;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0EPMT;2023;Advanced Separation Methods in Environmental Analysis: Theoretical part;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0EPMT;2020;Advanced Separation Methods in Environmental Analysis: Theoretical part;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0FUST;2024;Fundamentals of Sustainability;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0FUST;2021;Fundamentals of Sustainability;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0FUST;2022;Fundamentals of Sustainability;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0FUST;2023;Fundamentals of Sustainability;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0FUST;2020;Fundamentals of Sustainability;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0GECH;2024;Global Environmental Change;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0GECH;2021;Global Environmental Change;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0GECH;2022;Global Environmental Change;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0GECH;2023;Global Environmental Change;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0GECH;2020;Global Environmental Change;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0LENM;2024;Laboratories in Environmental Microbiology;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0LENM;2021;Laboratories in Environmental Microbiology;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0LENM;2022;Laboratories in Environmental Microbiology;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0LENM;2023;Laboratories in Environmental Microbiology;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0LENM;2020;Laboratories in Environmental Microbiology;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0SMCS;2024;Sustainable Management of Contamined Sites;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0SMCS;2021;Sustainable Management of Contamined Sites;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0SMCS;2022;Sustainable Management of Contamined Sites;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0SMCS;2023;Sustainable Management of Contamined Sites;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KECHT;0SMCS;2020;Sustainable Management of Contamined Sites;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0CAEC;2024;Subterranean Habitats;6;A;A;English;EN;;;;A;A
en;FŽP;KZP;0CAEC;2021;Subterranean Habitats;6;A;A;English;EN;;;;A;A
en;FŽP;KZP;0CAEC;2023;Subterranean Habitats;6;A;A;English;EN;;;;A;A
en;FŽP;KZP;0CAEC;2020;Subterranean Habitats;6;A;A;English;EN;;;;A;A
en;FŽP;KZP;0CAEC;2022;Subterranean Habitats;6;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ECNE;2024;General economics;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ECNE;2021;General economics;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ECNE;2023;General economics;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ECNE;2020;General economics;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ECNE;2022;General economics;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0EDSY;2024;Environmental Drainage Systems;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0EDSY;2021;Environmental Drainage Systems;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0EDSY;2023;Environmental Drainage Systems;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0EDSY;2020;Environmental Drainage Systems;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0EDSY;2022;Environmental Drainage Systems;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0EKEK;2024;Ecological Economics;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0EKEK;2021;Ecological Economics;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0EKEK;2023;Ecological Economics;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0EKEK;2020;Ecological Economics;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0EKEK;2022;Ecological Economics;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0ENEN;2024;Environmental English;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ENEN;2021;Environmental English;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ENEN;2023;Environmental English;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ENEN;2020;Environmental English;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ENEN;2022;Environmental English;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ENGE;2024;Environmental Geology (Environmentální geologie);8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ENGE;2021;Environmental Geology (Environmentální geologie);8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ENGE;2023;Environmental Geology (Environmentální geologie);8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ENGE;2020;Environmental Geology (Environmentální geologie);8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ENGE;2022;Environmental Geology (Environmentální geologie);8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ENHU;2024;Environmental humanities;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ENHU;2021;Environmental humanities;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ENHU;2023;Environmental humanities;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ENHU;2020;Environmental humanities;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ENHU;2022;Environmental humanities;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ENLE;2024;International Environmental Law;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ENLE;2021;International Environmental Law;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ENLE;2023;International Environmental Law;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ENLE;2020;International Environmental Law;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ENLE;2022;International Environmental Law;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0ETMD;2024;Environmental Issues of Turkey and Middle East;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0ETMD;2021;Environmental Issues of Turkey and Middle East;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0ETMD;2023;Environmental Issues of Turkey and Middle East;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0ETMD;2020;Environmental Issues of Turkey and Middle East;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0ETMD;2022;Environmental Issues of Turkey and Middle East;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0FOEC;2024;Forest Oecology;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0FOEC;2021;Forest Oecology;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0FOEC;2023;Forest Oecology;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0FOEC;2020;Forest Oecology;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0FOEC;2022;Forest Oecology;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0HOPZ;2024;Valuation and Pricing of Natural Resources;8;A;A;English;EN;3.0;3.0;Mgr.;A;A
en;FŽP;KZP;0HOPZ;2021;Valuation and Pricing of Natural Resources;8;A;A;English;EN;3.0;3.0;Mgr.;A;A
en;FŽP;KZP;0HOPZ;2023;Valuation and Pricing of Natural Resources;8;A;A;English;EN;3.0;3.0;Mgr.;A;A
en;FŽP;KZP;0HOPZ;2020;Valuation and Pricing of Natural Resources;8;A;A;English;EN;3.0;3.0;Mgr.;A;A
en;FŽP;KZP;0HOPZ;2022;Valuation and Pricing of Natural Resources;8;A;A;English;EN;3.0;3.0;Mgr.;A;A
en;FŽP;KZP;0NPO1;2024;Management of Protected Areas;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0NPO1;2021;Management of Protected Areas;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0NPO1;2023;Management of Protected Areas;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0NPO1;2020;Management of Protected Areas;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0NPO1;2022;Management of Protected Areas;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0POE;2024;Environmental English;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0POE;2021;Environmental English;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0POE;2023;Environmental English;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0POE;2022;Environmental English;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0PROJ;2024;Project lesson;6;A;A;English;EN;;;;A;A
en;FŽP;KZP;0PROJ;2021;Project lesson;6;A;A;English;EN;;;;A;A
en;FŽP;KZP;0PROJ;2023;Project lesson;6;A;A;English;EN;;;;A;A
en;FŽP;KZP;0PROJ;2020;Project lesson;6;A;A;English;EN;;;;A;A
en;FŽP;KZP;0PROJ;2022;Project lesson;6;A;A;English;EN;;;;A;A
en;FŽP;KZP;0SEMO;2024;Sustainable Erasmus Mobility;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0SEMO;2021;Sustainable Erasmus Mobility;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0SEMO;2023;Sustainable Erasmus Mobility;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0SEMO;2022;Sustainable Erasmus Mobility;8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0SOSI;2024;Soil Science;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0SOSI;2021;Soil Science;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0SOSI;2023;Soil Science;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0SOSI;2020;Soil Science;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0SOSI;2022;Soil Science;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0TRE1;2024;Transportation and Environment;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0TRE1;2021;Transportation and Environment;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0TRE1;2023;Transportation and Environment;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0TRE1;2020;Transportation and Environment;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0TRE1;2022;Transportation and Environment;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KZP;0TRE2;2021;Verkehr und Umwelt - ausgewählte Themen II.;8;A;A;German;NE;;;Bc.;A;A
en;FŽP;KZP;0TRE2;2023;Verkehr und Umwelt - ausgewählte Themen II.;8;A;A;German;NE;;;Bc.;A;A
en;FŽP;KZP;0TRE2;2020;Verkehr und Umwelt - ausgewählte Themen II.;8;A;A;German;NE;;;Bc.;A;A
en;FŽP;KZP;0TRE2;2022;Verkehr und Umwelt - ausgewählte Themen II.;8;A;A;German;NE;;;Bc.;A;A
en;FŽP;KZP;0WATE;2024;Water in the Landscape (Voda v krajině);8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0WATE;2021;Water in the Landscape (Voda v krajině);8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0WATE;2023;Water in the Landscape (Voda v krajině);8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0WATE;2020;Water in the Landscape (Voda v krajině);8;A;A;English;EN;;;;A;A
en;FŽP;KZP;0WATE;2022;Water in the Landscape (Voda v krajině);8;A;A;English;EN;;;;A;A
en;FŽP;KGI;0GIMD;2024;Geographic Information System and 3D modeling;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KGI;0GIMD;2021;Geographic Information System and 3D modeling;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KGI;0GIMD;2023;Geographic Information System and 3D modeling;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KGI;0GIMD;2020;Geographic Information System and 3D modeling;8;A;A;English;EN;;;Bc.;A;A
en;FŽP;KGI;0GIMD;2022;Geographic Information System and 3D modeling;8;A;A;English;EN;;;Bc.;A;A
en;FUD;KVP;005;2015;Foreign Language 1/III;1;A;N;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;005;2016;Foreign Language 1/III;1;A;N;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;005;2014;Foreign Language 1/III;1;A;N;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;005;2021;Foreign Language 1/III;1;A;N;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;005;2022;Foreign Language 1/III;1;A;N;Czech,English;CZ,EN;4.0;4.0;Bc.;A;N
en;FUD;KVP;005;2023;Foreign Language 1/III;1;A;N;Czech,English;CZ,EN;4.0;4.0;Bc.;A;N
en;FUD;KVP;005;2017;Foreign Language 1/III;1;A;N;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;005;2019;Foreign Language 1/III;1;A;N;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;005;2020;Foreign Language 1/III;1;A;N;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;005;2018;Foreign Language 1/III;1;A;N;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;006;2015;Foreign Language 1/IV;1;N;A;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;006;2016;Foreign Language 1/IV;1;N;A;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;006;2014;Foreign Language 1/IV;1;N;A;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;006;2021;Foreign Language 1/IV;1;N;A;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;006;2022;Foreign Language 1/IV;1;N;A;Czech,English;CZ,EN;4.0;4.0;Bc.;A;N
en;FUD;KVP;006;2017;Foreign Language 1/IV;1;N;A;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;006;2019;Foreign Language 1/IV;1;N;A;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;006;2020;Foreign Language 1/IV;1;N;A;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;006;2018;Foreign Language 1/IV;1;N;A;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;007;2015;Foreign Language 1/V;1;A;N;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;007;2016;Foreign Language 1/V;1;A;N;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;007;2014;Foreign Language 1/V;1;A;N;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;007;2021;Foreign Language 1/V;1;A;N;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;007;2022;Foreign Language 1/V;1;A;N;Czech,English;CZ,EN;4.0;4.0;Bc.;A;N
en;FUD;KVP;007;2017;Foreign Language 1/V;1;A;N;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;007;2019;Foreign Language 1/V;1;A;N;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;007;2020;Foreign Language 1/V;1;A;N;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;007;2018;Foreign Language 1/V;1;A;N;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;008;2015;Foreign Language 1/VI;1;N;A;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;008;2016;Foreign Language 1/VI;1;N;A;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;008;2014;Foreign Language 1/VI;1;N;A;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;008;2021;Foreign Language 1/VI;1;N;A;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;008;2022;Foreign Language 1/VI;1;N;A;Czech,English;CZ,EN;4.0;4.0;Bc.;A;N
en;FUD;KVP;008;2017;Foreign Language 1/VI;1;N;A;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;008;2019;Foreign Language 1/VI;1;N;A;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
en;FUD;KVP;008;2020;Foreign Language 1/VI;1;N;A;Czech,English;CZ,EN;4.0;4.0;Bc.;A;A
